Id,LotArea,Street,LotShape,LandContour,Utilities,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,RoofStyle,Foundation,TotalBsmtSF,Heating,CentralAir,Electrical,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageType,GarageArea,MoSold,YrSold,SalePrice
499,7800,Pave,Reg,Lvl,AllPub,Sawyer,1Fam,1Story,5,7,1967,Hip,PConc,864,GasA,Y,SBrkr,899,1,0,3,1,Gd,5,0,Attchd,288,6,2009,130000
500,7535,Pave,IR1,Lvl,AllPub,NAmes,1Fam,1Story,5,7,1958,Gable,CBlock,912,GasA,Y,SBrkr,912,1,0,2,1,TA,5,0,Attchd,297,6,2007,120000
501,1890,Pave,Reg,Lvl,AllPub,BrDale,Twnhs,2Story,6,5,1973,Gable,CBlock,672,GasA,Y,SBrkr,1218,1,1,3,1,TA,7,0,Detchd,264,5,2007,113000
502,9803,Pave,Reg,Lvl,AllPub,Somerst,1Fam,2Story,7,5,2005,Gable,PConc,866,GasA,Y,SBrkr,1768,2,1,3,1,Gd,7,0,Attchd,603,2,2008,226700
503,9170,Pave,Reg,Lvl,AllPub,Edwards,1Fam,1Story,5,7,1965,Hip,CBlock,1214,GasA,Y,SBrkr,1214,1,0,2,1,TA,6,0,Detchd,461,4,2007,140000
504,15602,Pave,IR1,Lvl,AllPub,Crawfor,1Fam,1Story,7,8,1959,Gable,CBlock,1501,GasA,Y,SBrkr,1801,2,0,1,1,TA,6,2,Attchd,484,3,2010,289000
505,2308,Pave,Reg,Lvl,AllPub,NPkVill,TwnhsE,2Story,6,5,1974,Gable,CBlock,855,GasA,Y,SBrkr,1322,2,1,3,1,TA,6,1,Attchd,440,6,2009,147000
506,7596,Pave,Reg,Lvl,AllPub,OldTown,Duplex,2Story,5,5,1952,Hip,CBlock,960,GasA,Y,SBrkr,1960,2,0,4,2,TA,10,0,Detchd,400,7,2009,124500
507,9554,Pave,IR1,Lvl,AllPub,SawyerW,1Fam,2Story,8,5,1993,Gable,PConc,777,GasA,Y,SBrkr,1911,2,1,3,1,Gd,8,1,Attchd,471,9,2006,215000
508,7862,Pave,IR1,Lvl,AllPub,Somerst,1Fam,1Story,6,5,2009,Gable,PConc,1218,GasA,Y,SBrkr,1218,2,0,2,1,Gd,4,0,Attchd,676,9,2009,208300
509,9600,Pave,Reg,Lvl,AllPub,OldTown,1Fam,2Story,7,9,1928,Gambrel,BrkTil,689,GasA,Y,SBrkr,1378,2,0,3,1,Gd,7,1,Detchd,360,10,2008,161000
510,9600,Pave,Reg,Lvl,AllPub,NAmes,1Fam,1Story,5,6,1959,Gable,CBlock,1041,GasA,Y,SBrkr,1041,1,0,3,1,TA,6,0,Attchd,270,7,2009,124500
511,14559,Pave,Reg,Lvl,AllPub,NAmes,1Fam,1Story,5,7,1951,Hip,CBlock,1008,GasA,Y,SBrkr,1363,1,0,2,1,TA,6,2,CarPort,288,6,2009,164900
512,6792,Pave,IR1,Lvl,AllPub,NridgHt,TwnhsE,1Story,7,5,2005,Gable,PConc,1368,GasA,Y,SBrkr,1368,2,0,2,1,Gd,6,1,Attchd,474,3,2006,202665
513,9100,Pave,Reg,Lvl,AllPub,NAmes,1Fam,1Story,5,5,1958,Gable,CBlock,864,GasA,Y,SBrkr,864,1,0,3,1,TA,5,0,Detchd,624,7,2006,129900
514,9187,Pave,Reg,Bnk,AllPub,Mitchel,1Fam,1Story,6,5,1983,Gable,PConc,1084,GasA,Y,SBrkr,1080,1,1,3,1,TA,5,0,Attchd,484,6,2007,134000
515,10594,Pave,Reg,Lvl,AllPub,Crawfor,1Fam,1.5Unf,5,5,1926,Gable,BrkTil,768,Grav,N,SBrkr,789,1,0,2,1,TA,5,0,Detchd,200,6,2007,96500
516,12220,Pave,Reg,Lvl,AllPub,NridgHt,1Fam,1Story,10,5,2009,Hip,CBlock,2006,GasA,Y,SBrkr,2020,2,1,3,1,Ex,9,1,Attchd,900,9,2009,402861
517,10448,Pave,IR1,Lvl,AllPub,NWAmes,1Fam,SLvl,6,6,1972,Gable,CBlock,689,GasA,Y,SBrkr,2119,2,1,3,1,TA,7,1,Attchd,583,8,2009,158000
518,10208,Pave,IR1,Lvl,AllPub,NoRidge,1Fam,2Story,7,5,1996,Gable,PConc,1264,GasA,Y,SBrkr,2344,2,1,3,1,Gd,7,1,Attchd,889,7,2009,265000
519,9531,Pave,IR1,Lvl,AllPub,CollgCr,1Fam,2Story,6,5,1998,Gable,PConc,794,GasA,Y,SBrkr,1796,2,1,3,1,TA,7,0,Attchd,546,5,2007,211000
520,10918,Pave,Reg,Lvl,AllPub,Crawfor,1Fam,2Story,7,9,1926,Gambrel,BrkTil,1276,GasA,Y,SBrkr,2080,1,1,3,1,Gd,9,2,Detchd,282,6,2009,234000
521,10800,Pave,Reg,Lvl,AllPub,OldTown,2fmCon,2Story,4,7,1900,Gable,BrkTil,0,GasA,N,FuseA,1294,2,0,3,2,TA,7,0,NA,0,8,2008,106250
522,11988,Pave,IR1,Lvl,AllPub,NAmes,1Fam,1Story,6,6,1957,Gable,CBlock,1244,GasA,Y,FuseA,1244,1,1,3,1,TA,6,2,Attchd,336,5,2007,150000
523,5000,Pave,Reg,Lvl,AllPub,BrkSide,1Fam,1.5Fin,6,7,1947,Gable,CBlock,1004,GasA,Y,SBrkr,1664,2,0,3,1,TA,7,2,Detchd,420,10,2006,159000
524,40094,Pave,IR1,Bnk,AllPub,Edwards,1Fam,2Story,10,5,2007,Hip,PConc,3138,GasA,Y,SBrkr,4676,3,1,3,1,Ex,11,1,BuiltIn,884,10,2007,184750
525,11787,Pave,IR1,Lvl,AllPub,NoRidge,1Fam,2Story,7,5,1996,Gable,PConc,1379,GasA,Y,SBrkr,2398,2,1,3,1,Gd,8,1,Attchd,834,8,2007,315750
526,7500,Pave,Reg,Lvl,AllPub,Somerst,1Fam,1Story,7,5,2005,Gable,PConc,1257,GasA,Y,SBrkr,1266,2,0,3,1,Gd,6,1,Attchd,453,4,2006,176000
527,13300,Pave,Reg,Lvl,AllPub,NAmes,1Fam,1Story,5,7,1956,Hip,CBlock,928,GasA,Y,SBrkr,928,1,0,2,1,TA,4,0,Attchd,252,6,2007,132000
528,14948,Pave,IR1,Lvl,AllPub,NridgHt,1Fam,2Story,9,5,2008,Hip,PConc,1452,GasA,Y,SBrkr,2713,2,1,3,1,Ex,11,1,Attchd,858,11,2008,446261
529,9098,Pave,IR1,Lvl,AllPub,Edwards,1Fam,1Story,4,7,1920,Gable,BrkTil,528,GasA,Y,SBrkr,605,1,0,2,1,TA,5,0,NA,0,7,2007,86000
530,32668,Pave,IR1,Lvl,AllPub,Crawfor,1Fam,1Story,6,3,1957,Hip,PConc,2035,GasA,Y,SBrkr,2515,3,0,4,2,TA,9,2,Attchd,484,3,2007,200624
531,10200,Pave,Reg,Lvl,AllPub,Timber,1Fam,SLvl,6,5,1988,Gable,CBlock,1461,GasA,Y,SBrkr,1509,2,0,3,1,Gd,5,1,Attchd,600,8,2008,175000
532,6155,Pave,IR1,Lvl,AllPub,BrkSide,1Fam,2Story,6,8,1920,Gable,BrkTil,611,GasA,Y,SBrkr,1362,2,0,3,1,TA,6,0,Detchd,502,6,2008,128000
533,7200,Pave,Reg,Lvl,AllPub,NAmes,1Fam,1Story,5,7,1955,Gable,Slab,0,GasA,Y,SBrkr,827,1,0,2,1,TA,5,1,Detchd,392,4,2010,107500
534,5000,Pave,Reg,Low,AllPub,BrkSide,1Fam,1Story,1,3,1946,Gable,Slab,0,GasA,N,FuseF,334,1,0,1,1,Fa,2,0,NA,0,1,2007,39300
535,9056,Pave,IR1,Lvl,AllPub,Gilbert,1Fam,2Story,8,5,2004,Gable,PConc,707,GasA,Y,SBrkr,1414,2,1,3,1,Gd,6,1,Attchd,403,10,2006,178000
536,7000,Pave,Reg,Lvl,AllPub,Edwards,2fmCon,2Story,5,7,1910,Gable,CBlock,1117,GasA,Y,SBrkr,1347,1,0,3,1,TA,5,0,NA,0,1,2008,107500
537,8924,Pave,IR1,Lvl,AllPub,CollgCr,1Fam,2Story,7,5,1998,Gable,PConc,880,GasA,Y,SBrkr,1724,2,1,3,1,Gd,8,0,Attchd,527,7,2008,188000
538,12735,Pave,IR1,Lvl,AllPub,NAmes,1Fam,1Story,4,5,1972,Hip,CBlock,864,GasA,Y,SBrkr,864,1,0,3,1,TA,5,0,Detchd,576,4,2008,111250
539,11553,Pave,IR1,Lvl,AllPub,Sawyer,1Fam,1Story,5,5,1968,Hip,CBlock,1051,GasA,Y,SBrkr,1159,1,1,3,1,TA,7,1,Attchd,336,7,2006,158000
540,11423,Pave,Reg,Lvl,AllPub,CollgCr,1Fam,1Story,8,5,2001,Gable,PConc,1581,GasA,Y,SBrkr,1601,2,0,3,1,Gd,6,1,Attchd,670,5,2010,272000
541,14601,Pave,Reg,Lvl,AllPub,Timber,1Fam,1Story,9,5,2006,Hip,PConc,1838,GasA,Y,SBrkr,1838,2,0,2,1,Ex,8,1,Attchd,765,3,2009,315000
542,11000,Pave,Reg,Lvl,AllPub,NoRidge,1Fam,2Story,8,5,2000,Gable,PConc,969,GasA,Y,SBrkr,2285,2,1,4,1,Gd,8,1,BuiltIn,648,6,2007,248000
543,10140,Pave,Reg,Lvl,AllPub,NWAmes,1Fam,1Story,7,5,1998,Hip,PConc,1650,GasA,Y,SBrkr,1680,2,0,3,1,Gd,7,1,Attchd,583,6,2009,213250
544,4058,Pave,Reg,Lvl,AllPub,NAmes,TwnhsE,SFoyer,7,5,1998,Gable,PConc,723,GasA,Y,SBrkr,767,1,0,1,1,TA,4,0,Attchd,367,6,2007,133000
545,17104,Pave,IR1,Lvl,AllPub,Gilbert,1Fam,2Story,7,5,2006,Gable,PConc,654,GasA,Y,SBrkr,1496,2,1,3,1,Gd,7,1,Attchd,426,9,2006,179665
546,13837,Pave,IR1,Lvl,AllPub,NWAmes,1Fam,1.5Fin,7,5,1988,Gable,PConc,1204,GasA,Y,SBrkr,2183,2,1,4,1,Gd,9,0,Attchd,786,2,2006,229000
547,8737,Pave,IR1,Bnk,AllPub,BrkSide,1Fam,1.5Fin,6,7,1923,Gable,BrkTil,1065,GasA,Y,FuseA,1635,1,1,3,1,TA,6,1,Detchd,440,5,2007,210000
548,7244,Pave,Reg,Lvl,AllPub,Mitchel,1Fam,SFoyer,5,7,1970,Gable,CBlock,768,GasA,Y,SBrkr,768,1,0,2,1,TA,5,0,Detchd,624,4,2007,129500
549,8235,Pave,IR1,HLS,AllPub,OldTown,1Fam,1Story,5,7,1955,Gable,CBlock,825,GasA,Y,SBrkr,825,1,0,2,1,TA,4,0,Detchd,720,6,2008,125000
550,9375,Pave,Reg,Lvl,AllPub,Somerst,1Fam,2Story,7,5,2003,Gable,PConc,912,GasA,Y,SBrkr,2094,2,1,4,1,Gd,8,1,BuiltIn,615,11,2009,263000
551,4043,Pave,Reg,Lvl,AllPub,NPkVill,TwnhsE,1Story,6,6,1977,Gable,CBlock,1069,GasA,Y,SBrkr,1069,2,0,2,1,TA,4,0,Attchd,440,10,2008,140000
552,6000,Pave,Reg,Lvl,AllPub,OldTown,1Fam,1Story,5,6,1957,Hip,CBlock,928,GasA,Y,FuseA,928,1,0,3,1,TA,5,0,Attchd,288,6,2008,112500
553,11146,Pave,IR1,Lvl,AllPub,NridgHt,1Fam,1Story,8,5,2006,Gable,PConc,1709,GasA,Y,SBrkr,1717,2,0,3,1,Gd,7,1,Attchd,908,7,2009,255500
554,8777,Pave,Reg,Lvl,AllPub,Edwards,1Fam,1Story,4,5,1949,Gable,CBlock,0,GasA,Y,SBrkr,1126,2,0,2,1,Gd,5,0,Detchd,520,5,2009,108000
555,10625,Pave,Reg,Lvl,AllPub,NridgHt,1Fam,2Story,7,5,2003,Gable,PConc,998,GasA,Y,SBrkr,2046,2,1,3,1,Gd,8,1,BuiltIn,871,8,2008,284000
556,6380,Pave,Reg,Lvl,AllPub,BrkSide,1Fam,1.5Unf,5,6,1922,Gable,BrkTil,993,GasA,Y,FuseA,1048,1,0,2,1,TA,5,1,Detchd,280,8,2006,113000
557,14850,Pave,IR1,Lvl,AllPub,NAmes,1Fam,1Story,5,5,1957,Gable,CBlock,1092,GasA,Y,FuseA,1092,1,0,2,1,TA,6,1,Attchd,299,5,2006,141000
558,11040,Pave,Reg,Low,AllPub,IDOTRR,1Fam,1.5Fin,4,6,1920,Gable,CBlock,637,GasA,Y,SBrkr,1336,1,1,3,1,TA,7,0,CarPort,570,9,2006,108000
559,21872,Pave,IR2,HLS,AllPub,Gilbert,1Fam,2Story,7,5,1996,Gable,PConc,729,GasA,Y,SBrkr,1446,2,1,3,1,TA,6,1,Attchd,406,8,2008,175000
560,3196,Pave,Reg,Lvl,AllPub,Blmngtn,TwnhsE,1Story,7,5,2003,Gable,PConc,1374,GasA,Y,SBrkr,1557,2,0,2,1,Gd,7,1,Attchd,420,10,2006,234000
561,11341,Pave,IR1,Lvl,AllPub,Sawyer,1Fam,1Story,5,6,1957,Hip,CBlock,1392,GasA,Y,SBrkr,1392,1,1,3,1,TA,5,1,Detchd,528,5,2010,121500
562,10010,Pave,Reg,Lvl,AllPub,Mitchel,1Fam,1Story,5,5,1974,Gable,CBlock,1389,GasA,Y,SBrkr,1389,1,0,2,1,TA,6,1,Attchd,418,4,2006,170000
563,13907,Pave,Reg,Lvl,AllPub,Edwards,1Fam,1Story,5,6,1940,Gable,CBlock,996,GasA,Y,SBrkr,996,1,0,3,1,TA,6,1,NA,0,7,2008,108000
564,21780,Pave,Reg,Lvl,AllPub,Edwards,1Fam,1.5Fin,6,7,1918,Gable,BrkTil,1163,GasA,Y,SBrkr,1674,2,0,4,1,TA,8,1,Detchd,396,7,2008,185000
565,13346,Pave,IR1,Lvl,AllPub,NoRidge,1Fam,2Story,7,5,1992,Gable,PConc,1095,GasA,Y,SBrkr,2295,2,1,4,1,Gd,9,1,Attchd,590,7,2006,268000
566,6858,Pave,Reg,Bnk,AllPub,SWISU,1Fam,2Story,6,4,1915,Gable,PConc,806,GasA,N,FuseF,1647,1,1,4,1,Fa,6,0,Detchd,216,5,2010,128000
567,11198,Pave,IR1,Lvl,AllPub,StoneBr,1Fam,2Story,9,5,2005,Hip,PConc,1122,GasA,Y,SBrkr,2504,2,1,4,1,Ex,11,1,BuiltIn,656,6,2008,325000
568,10171,Pave,IR1,Lvl,AllPub,NridgHt,1Fam,1Story,7,5,2004,Gable,PConc,1517,GasA,Y,SBrkr,1535,2,0,3,1,Gd,7,0,Attchd,532,3,2010,214000
569,12327,Pave,IR1,Low,AllPub,SawyerW,1Fam,1.5Fin,8,8,1983,Gable,CBlock,1496,GasA,Y,SBrkr,2132,1,1,1,1,Gd,5,1,BuiltIn,612,9,2009,316600
570,7032,Pave,IR1,Lvl,AllPub,NAmes,Duplex,SFoyer,5,5,1979,Gable,CBlock,943,GasA,Y,SBrkr,943,1,0,2,1,TA,4,2,Detchd,600,12,2006,135960
571,13101,Pave,IR1,Lvl,AllPub,NAmes,Duplex,1Story,5,5,1965,Gable,CBlock,1728,GasA,Y,SBrkr,1728,2,0,6,2,TA,10,0,Detchd,576,11,2008,142600
572,7332,Pave,Reg,Lvl,AllPub,NAmes,1Fam,1Story,6,6,1959,Gable,CBlock,864,GasA,Y,SBrkr,864,1,0,2,1,Gd,4,0,Attchd,288,10,2006,120000
573,13159,Pave,IR1,HLS,AllPub,Timber,1Fam,2Story,7,5,2009,Gable,PConc,846,GasA,Y,SBrkr,1692,2,1,3,1,Gd,6,0,Attchd,650,7,2009,224500
574,9967,Pave,IR1,Lvl,AllPub,Gilbert,1Fam,SLvl,7,5,2000,Gable,PConc,384,GasA,Y,SBrkr,1430,2,1,3,1,TA,8,1,BuiltIn,400,12,2007,170000
575,10500,Pave,Reg,Lvl,AllPub,NAmes,1Fam,SLvl,5,7,1971,Gambrel,CBlock,372,GasA,Y,SBrkr,1109,1,0,3,1,TA,5,0,BuiltIn,288,12,2007,139000
576,8480,Pave,Reg,Lvl,AllPub,NAmes,1Fam,1.5Fin,5,5,1947,Gable,CBlock,832,GasA,Y,SBrkr,1216,1,0,2,1,TA,6,0,Detchd,336,10,2008,118500
577,6292,Pave,Reg,Lvl,AllPub,SWISU,1Fam,1.5Fin,7,7,1928,Gable,BrkTil,861,GasA,Y,SBrkr,1477,2,0,3,1,TA,6,1,Detchd,216,8,2009,145000
578,11777,Pave,IR1,Lvl,AllPub,Sawyer,1Fam,SLvl,5,6,1966,Gable,CBlock,1164,GasA,Y,SBrkr,1320,1,0,3,1,TA,6,2,Attchd,564,5,2006,164500
579,3604,Pave,Reg,Lvl,AllPub,Somerst,TwnhsE,2Story,7,5,2007,Gable,PConc,689,GasA,Y,SBrkr,1392,2,0,2,1,Gd,5,0,Detchd,540,2,2008,146000
580,12150,Pave,Reg,Lvl,AllPub,OldTown,1Fam,1.5Fin,5,5,1954,Gable,BrkTil,1050,GasA,N,FuseF,1795,2,0,4,1,TA,7,0,Attchd,352,11,2008,131500
581,14585,Pave,IR1,Lvl,AllPub,NAmes,1Fam,1Story,6,6,1960,Gable,CBlock,1144,GasA,Y,SBrkr,1429,1,0,3,1,Gd,7,2,Attchd,572,6,2007,181900
582,12704,Pave,Reg,Lvl,AllPub,NridgHt,1Fam,1Story,8,5,2008,Hip,PConc,2042,GasA,Y,SBrkr,2042,2,1,3,1,Ex,8,1,Attchd,1390,8,2009,253293
583,11841,Grvl,Reg,Lvl,AllPub,Edwards,Duplex,SFoyer,6,5,1990,Gable,CBlock,816,GasA,Y,SBrkr,816,1,0,3,1,TA,5,0,NA,0,5,2007,118500
584,13500,Pave,Reg,Lvl,AllPub,OldTown,1Fam,2.5Unf,10,9,1893,Gable,BrkTil,1237,GasA,Y,SBrkr,2775,3,1,3,1,Gd,9,1,Detchd,880,7,2008,325000
585,6120,Pave,Reg,Lvl,AllPub,BrkSide,1Fam,1.5Fin,4,7,1935,Gable,BrkTil,884,GasA,Y,SBrkr,1573,1,0,3,1,Gd,6,0,Detchd,240,7,2009,133000
586,11443,Pave,Reg,Lvl,AllPub,Timber,1Fam,1Story,8,5,2005,Hip,PConc,1868,GasA,Y,SBrkr,2028,2,0,2,1,Gd,7,2,Attchd,880,3,2006,369900
587,10267,Pave,Reg,Lvl,AllPub,BrkSide,1Fam,1Story,6,7,1918,Gable,BrkTil,816,GasA,Y,SBrkr,838,1,0,2,1,Fa,5,0,Detchd,275,5,2008,130000
588,8740,Pave,IR1,Lvl,AllPub,Sawyer,1Fam,SFoyer,5,6,1982,Hip,CBlock,840,GasA,Y,SBrkr,860,1,0,2,1,TA,4,0,Detchd,528,7,2009,137000
589,25095,Pave,IR1,Low,AllPub,ClearCr,1Fam,1Story,5,8,1968,Flat,CBlock,1437,GasA,Y,SBrkr,1473,1,0,1,1,Ex,5,2,Attchd,452,6,2009,143000
590,9100,Pave,Reg,Lvl,AllPub,BrkSide,1Fam,1Story,5,6,1930,Gable,BrkTil,742,GasA,Y,FuseA,935,1,0,2,1,TA,4,0,Detchd,308,8,2008,79500
591,8320,Pave,Reg,Lvl,AllPub,CollgCr,1Fam,2Story,7,5,2004,Gable,PConc,770,GasA,Y,SBrkr,1582,2,1,3,1,Gd,6,0,Attchd,520,9,2008,185900
592,13478,Pave,IR1,Lvl,AllPub,NridgHt,1Fam,2Story,10,5,2008,Gable,PConc,1722,GasA,Y,SBrkr,2296,2,1,3,1,Ex,10,1,BuiltIn,842,6,2009,451950
593,6600,Pave,Reg,Lvl,AllPub,Mitchel,1Fam,1Story,5,8,1982,Gable,PConc,816,GasA,Y,SBrkr,816,1,0,2,1,TA,4,0,Detchd,816,6,2008,138000
594,4435,Pave,Reg,Lvl,AllPub,CollgCr,TwnhsE,1Story,6,5,2003,Gable,PConc,848,GasA,Y,SBrkr,848,1,0,1,1,Gd,4,0,Attchd,420,5,2009,140000
595,7990,Pave,IR1,Lvl,AllPub,CollgCr,1Fam,1Story,5,6,1975,Hip,CBlock,924,GasA,Y,SBrkr,924,1,0,3,1,TA,5,0,Detchd,280,4,2008,110000
596,11302,Pave,IR1,Lvl,AllPub,StoneBr,1Fam,1Story,8,5,2005,Gable,PConc,1814,GasA,Y,SBrkr,1826,2,0,3,1,Gd,7,1,Attchd,758,8,2006,319000
597,3600,Pave,Reg,Lvl,AllPub,OldTown,1Fam,2Story,6,7,1910,Gable,CBlock,684,GasA,N,FuseA,1368,1,0,3,1,TA,7,0,Detchd,216,10,2006,114504
598,3922,Pave,Reg,Lvl,AllPub,Blmngtn,TwnhsE,1Story,7,5,2006,Gable,PConc,1258,GasA,Y,SBrkr,1402,0,2,2,1,Gd,7,1,Attchd,648,2,2007,194201
599,12984,Pave,Reg,Bnk,AllPub,Crawfor,1Fam,1Story,5,6,1977,Gable,CBlock,1430,GasA,Y,SBrkr,1647,2,0,3,1,Gd,7,1,Attchd,621,3,2006,217500
600,1950,Pave,Reg,Lvl,AllPub,Blueste,Twnhs,2Story,6,6,1980,Gable,CBlock,716,GasA,Y,SBrkr,1556,2,1,3,1,TA,6,1,Attchd,452,7,2008,151000
601,10927,Pave,Reg,Lvl,AllPub,NridgHt,1Fam,2Story,8,5,2005,Gable,PConc,1058,GasA,Y,SBrkr,1904,2,1,3,1,Ex,8,1,BuiltIn,736,6,2006,275000
602,9000,Pave,Reg,Bnk,AllPub,IDOTRR,1Fam,1.5Fin,6,6,1937,Gable,PConc,780,GasA,Y,SBrkr,1375,1,1,3,1,Gd,6,1,Detchd,544,12,2007,141000
603,10041,Pave,IR1,Lvl,AllPub,SawyerW,1Fam,2Story,8,5,1992,Gable,PConc,908,GasA,Y,SBrkr,1915,2,1,3,1,Gd,8,1,Attchd,506,2,2006,220000
604,3182,Pave,Reg,Lvl,AllPub,Somerst,TwnhsE,2Story,7,5,2004,Gable,PConc,600,GasA,Y,SBrkr,1200,2,1,2,1,Gd,4,0,Detchd,480,6,2010,151000
605,12803,Pave,IR1,Lvl,AllPub,CollgCr,1Fam,1Story,7,5,2002,Gable,PConc,1494,GasA,Y,SBrkr,1494,2,0,3,1,Gd,6,1,Attchd,530,9,2008,221000
606,13600,Pave,Reg,Lvl,AllPub,NAmes,1Fam,2Story,7,6,1965,Gable,CBlock,768,GasA,Y,SBrkr,1986,2,1,3,1,TA,7,3,Attchd,486,10,2009,205000
607,12464,Pave,IR2,Low,AllPub,CollgCr,1Fam,1Story,5,5,1996,Gable,PConc,1040,GasA,Y,SBrkr,1040,1,0,3,1,Gd,6,0,Detchd,576,11,2009,152000
608,7800,Pave,Reg,Bnk,AllPub,Edwards,1Fam,2Story,5,8,1948,Gable,CBlock,896,GasA,Y,SBrkr,2008,3,0,3,1,Ex,8,0,Attchd,230,8,2006,225000
609,12168,Pave,Reg,HLS,AllPub,Crawfor,1Fam,2Story,8,6,1934,Gable,PConc,965,GasA,Y,SBrkr,3194,2,1,4,1,TA,10,2,Basment,380,9,2007,359100
610,7943,Pave,Reg,Lvl,AllPub,Sawyer,1Fam,1Story,4,5,1961,Gable,CBlock,1029,GasA,Y,SBrkr,1029,1,0,3,1,TA,5,0,Attchd,261,4,2007,118500
611,11050,Pave,Reg,Lvl,AllPub,CollgCr,1Fam,2Story,9,5,2000,Hip,PConc,1440,GasA,Y,SBrkr,2153,2,1,3,1,Ex,8,2,Attchd,736,5,2009,313000
612,10395,Pave,IR1,Lvl,AllPub,NWAmes,1Fam,SLvl,6,6,1978,Gable,CBlock,1032,GasA,Y,SBrkr,1032,2,0,3,1,TA,6,1,Attchd,564,7,2007,148000
613,11885,Pave,Reg,Lvl,AllPub,CollgCr,1Fam,2Story,8,5,2001,Gable,PConc,1299,GasA,Y,SBrkr,1872,2,1,3,1,Ex,7,1,BuiltIn,531,11,2009,261500
614,8402,Pave,Reg,Lvl,AllPub,Mitchel,1Fam,1Story,5,5,2007,Gable,PConc,1120,GasA,Y,SBrkr,1120,1,0,3,1,TA,6,0,NA,0,12,2007,147000
615,1491,Pave,Reg,Lvl,AllPub,MeadowV,TwnhsE,SFoyer,4,6,1972,Gable,CBlock,630,GasA,Y,SBrkr,630,1,0,1,1,TA,3,0,NA,0,5,2010,75500
616,8800,Pave,Reg,Lvl,AllPub,NAmes,1Fam,SFoyer,6,7,1963,Gable,PConc,936,GasA,Y,SBrkr,1054,1,0,3,1,Gd,6,0,Attchd,480,5,2010,137500
617,7861,Pave,IR1,Lvl,AllPub,Gilbert,1Fam,2Story,6,5,2002,Gable,PConc,783,GasA,Y,SBrkr,1509,2,1,3,1,Gd,7,1,Attchd,393,6,2006,183200
618,7227,Pave,Reg,HLS,AllPub,NAmes,1Fam,1.5Unf,6,6,1954,Gable,CBlock,832,GasA,Y,SBrkr,832,1,0,2,1,Gd,4,0,Detchd,528,6,2008,105500
619,11694,Pave,Reg,Lvl,AllPub,NridgHt,1Fam,1Story,9,5,2007,Hip,PConc,1822,GasA,Y,SBrkr,1828,2,0,3,1,Gd,9,1,Attchd,774,7,2007,314813
620,12244,Pave,Reg,Lvl,AllPub,Timber,1Fam,2Story,8,5,2003,Hip,PConc,1482,GasA,Y,SBrkr,2262,2,1,4,1,Gd,10,2,Attchd,749,8,2008,305000
621,8248,Pave,Reg,Lvl,AllPub,Edwards,1Fam,1Story,3,3,1914,Gable,BrkTil,864,GasA,N,FuseF,864,1,0,2,1,TA,5,0,NA,0,9,2008,67000
622,10800,Pave,Reg,Lvl,AllPub,NWAmes,1Fam,2Story,6,7,1974,Gable,CBlock,1522,GasA,Y,SBrkr,2614,2,1,4,1,TA,9,1,Attchd,624,6,2008,240000
623,7064,Pave,Reg,Lvl,AllPub,Sawyer,1Fam,1Story,5,6,1977,Gable,CBlock,980,GasA,Y,SBrkr,980,1,0,3,1,TA,6,0,Detchd,484,7,2009,135000
624,2117,Pave,Reg,Lvl,AllPub,Somerst,TwnhsE,2Story,6,5,2000,Gable,PConc,756,GasA,Y,SBrkr,1512,2,1,2,1,Gd,4,1,Detchd,440,6,2007,168500
625,10400,Pave,Reg,Lvl,AllPub,NWAmes,1Fam,2Story,6,5,1972,Gable,CBlock,732,GasA,Y,SBrkr,1790,1,2,4,1,TA,8,1,Attchd,484,11,2006,165150
626,10000,Pave,IR1,Lvl,AllPub,NAmes,1Fam,1Story,6,6,1962,Hip,CBlock,1116,GasA,Y,SBrkr,1116,1,1,3,1,TA,5,0,Attchd,440,2,2010,160000
627,12342,Pave,IR1,Lvl,AllPub,NAmes,1Fam,1Story,5,5,1960,Hip,CBlock,978,GasA,Y,SBrkr,1422,1,0,3,1,TA,6,1,Attchd,286,8,2007,139900
628,9600,Pave,Reg,Lvl,AllPub,NAmes,1Fam,SLvl,6,6,1955,Gable,CBlock,1156,GasA,Y,SBrkr,1520,1,0,3,1,TA,7,2,Basment,364,3,2010,153000
629,11606,Pave,IR1,HLS,AllPub,NAmes,1Fam,2Story,5,5,1969,Gable,PConc,1040,GasA,Y,SBrkr,2080,1,2,5,1,Fa,9,2,Attchd,504,9,2007,135000
630,9020,Pave,Reg,Lvl,AllPub,NAmes,1Fam,SLvl,6,5,1964,Gable,CBlock,1248,GasA,Y,SBrkr,1350,1,1,3,1,TA,6,0,Attchd,520,6,2008,168500
631,9000,Pave,Reg,Lvl,AllPub,OldTown,1Fam,2Story,5,6,1880,Gable,BrkTil,636,GasA,Y,FuseA,1750,1,0,3,1,Ex,8,0,Detchd,240,6,2006,124000
632,4590,Pave,Reg,Lvl,AllPub,NridgHt,Twnhs,1Story,8,5,2006,Gable,PConc,1554,GasA,Y,SBrkr,1554,2,0,2,1,Gd,6,1,Attchd,627,8,2007,209500
